#,Timestamp,Hostname,CLD,VAD,LSD,SDI,SPD,ELD,lch_size,zlib_size,zlib_time,lzma_size,lzma_time,bz2_size,bz2_time,gzip_size,gzip_time,cfe_size,commits
99,1680021929,ubuntu,21345,1488551,263,20931,34,81032,31415,6201,0.0009482349996687,5812,0.0583445009997376,6529,0.0040862900004867,6219,0.0008277079996332,122647,3
99,1680022829,hub,22112,1523659,1125,20935,34,189548,44568,8303,0.0013907399988966,7692,0.0612618529994506,8466,0.0053678469994338,8321,0.0011923889996978,134127,3
100,1680022829,centos,19675,686623,263,10609,34,79282,47746,8332,0.0014423569991777,7664,0.0628943720003007,8111,0.0055922920000739,8350,0.0012782989997504,136354,3
100,1680022829,debian,19569,507506,263,11296,34,79515,47950,7946,0.0015479020003112,7360,0.0618177449996437,7744,0.0056795939999574,7964,0.0013396939993981,147923,3
99,1680022829,rhel,21264,722623,263,14920,34,254439,40,39,9.591600064595696e-05,88,0.0519706180002685,64,8.442899888905231e-05,57,0.0001404230006301,23,3
100,1680022829,ubuntu,21342,1495747,263,20931,34,78789,38820,6918,0.0011174330011272,6412,0.0610184209999715,6988,0.004876177999904,6936,0.001034824999806,133283,3
100,1680023729,hub,22085,1523952,1125,20935,34,189046,46175,8374,0.0013610719997814,7772,0.0639237969990063,8420,0.0056125629998859,8392,0.0012204570011817,147079,3
101,1680023729,centos,19637,687945,263,10609,34,77675,42055,7561,0.0012773319995176,6988,0.0602815019992704,7503,0.005023727999287,7579,0.0011372440003469,154463,3
101,1680023729,debian,19491,503262,263,11296,34,79370,42568,7174,0.0012607230000867,6696,0.0616347229988605,7106,0.0051104779995512,7192,0.0012097870003344,120296,3
100,1680023729,rhel,21264,722623,263,14920,34,254439,40,40,0.0001605369998287,88,0.0504367710000224,66,0.0001313220000156,58,0.0001030290004564,23,3
101,1680023729,ubuntu,21295,1495809,263,20931,34,80889,43285,7298,0.0012208410007588,6792,0.0620324159990559,7291,0.0053127939991099,7316,0.0011657590002869,132534,3
101,1680024629,hub,21911,1519482,1125,20935,34,190269,45546,8794,0.0012993529999221,8128,0.0629723419988295,8945,0.0053786970001965,8812,0.0012514360005297,148061,3
102,1680024629,centos,19824,694064,263,10609,34,76948,43493,7290,0.0012704939999821,6748,0.0620932269994227,7105,0.005185371999687,7308,0.0011589789992285,121745,3
102,1680024629,debian,19351,501238,263,11296,34,79252,42730,7517,0.0013649249995069,6980,0.0608923039999353,7499,0.0050628660010261,7535,0.0012079490006726,179817,4
101,1680024629,rhel,21264,722623,263,14920,34,254439,40,39,8.750400047574658e-05,88,0.0510911919991485,66,0.0001277109986403,57,7.098199967003893e-05,23,3
102,1680024629,ubuntu,21399,1497380,263,20931,34,78422,44267,7430,0.001220824999109,6872,0.0619190460001846,7291,0.0053264289999788,7448,0.0011347400013619,121685,3
102,1680025530,hub,22072,1523830,1125,20935,34,187880,44925,8165,0.0013653370006068,7568,0.0659720160001597,8215,0.0056188090002251,8183,0.0011894790004589,147708,3
103,1680025530,centos,19788,694296,263,10609,34,77854,42266,7519,0.0014131509997241,6948,0.0658491229987703,7487,0.0051829719996021,7537,0.001101767998989,146951,3
103,1680025530,debian,19508,505240,263,11296,34,79490,40234,6765,0.0012085110010957,6344,0.0618703620002634,6765,0.0049566590005269,6783,0.0011541429994395,91661,2
102,1680025530,rhel,21264,722623,263,14920,34,254439,40,40,0.0001011690001178,88,0.089365486999668,64,0.000126883998746,58,0.0001398959993821,23,3
103,1680025530,ubuntu,21370,1496092,263,20931,34,79152,43874,7077,0.0011941770007979,6560,0.0620952640001633,7096,0.0053302400010579,7095,0.0011474080001789,136127,3
103,1680026429,hub,21995,1521533,1125,20935,34,190233,47244,8285,0.001310353000008,7652,0.0620474890001787,8381,0.0055861490000097,8303,0.0012170450008852,142725,4
104,1680026429,centos,19694,691680,263,10609,34,78308,49288,7791,0.0013997660007589,7216,0.062680476999958,7536,0.0059733110010711,7809,0.0013160360012989,145020,3
104,1680026429,debian,19622,511688,263,11296,34,79390,50096,8206,0.001569746998939,7556,0.0669560030000866,7935,0.006174247000672,8224,0.0013934269991295,152738,3
103,1680026429,rhel,21264,722623,263,14920,34,254439,40,39,0.000111929999548,88,0.0577958190006029,64,0.0001761839994287,57,0.0001278720010304,23,3
104,1680026429,ubuntu,21203,1491078,263,20931,34,78919,38525,6748,0.0010569229998509,6264,0.0601519049996568,6811,0.0047427129993593,6766,0.0011275639990344,126826,3
104,1680027329,hub,22131,1522954,1125,20935,34,187990,42126,7648,0.001234272000147,7108,0.0623150280007394,7756,0.0051630200014187,7666,0.0011744250004994,150125,2
105,1680027329,centos,19550,684635,263,10609,34,77059,38186,7060,0.0011891359990841,6560,0.0664525749998574,7072,0.0047139330017671,7078,0.001047280999046,114179,3
105,1680027329,debian,19569,506084,263,11296,34,79321,53062,8501,0.0015636110001651,7820,0.0639342449994728,8119,0.006339402998492,8519,0.0016149469993251,149486,3
104,1680027329,rhel,21264,722623,263,14920,34,254439,40,39,0.0001114499991672,88,0.0517770219994417,64,0.0001676140000199,57,0.0001197410001623,23,3
105,1680027329,ubuntu,21243,1492312,263,20931,34,78719,36381,6507,0.0010702649997256,6076,0.0725701589999516,6660,0.0052275399993959,6525,0.0013726910001423,124223,3
105,1680028229,hub,22034,1521207,1125,20935,34,187888,41697,7815,0.0012705190001724,7252,0.0650725870000314,7931,0.0053280049996828,7833,0.0011241200008953,136728,3
106,1680028229,centos,19750,691525,263,10609,34,77480,41901,7368,0.0012323899991315,6848,0.0615798700000596,7287,0.0051507759999367,7386,0.0011450029996922,146973,3
106,1680028229,debian,19389,506152,263,11296,34,80265,50043,8199,0.001500295000369,7572,0.0707500720000098,8050,0.0063440400008403,8217,0.0014682699984405,162042,3
105,1680028229,rhel,21264,722623,263,14920,34,254439,40,38,0.0001068549991032,88,0.0548002480009017,62,0.0001440740015823,56,8.242399962909985e-05,23,3
106,1680028229,ubuntu,21171,1490696,263,20931,34,78428,34474,6265,0.0010480549990461,5832,0.0601281700000981,6398,0.0043473449986777,6283,0.0009367380007461,116068,3
106,1680029129,hub,22161,1521612,1125,20935,34,187485,38274,7184,0.0011480929988465,6700,0.0620211280001967,7329,0.004945143000441,7202,0.0010225799996987,115166,3
107,1680029129,centos,19654,686534,263,10609,34,77662,42483,7705,0.0014543840006808,7100,0.0862469140010944,7585,0.005451641000036,7723,0.0012907340005767,144069,3
107,1680029129,debian,19414,502912,263,11296,34,79991,43141,7693,0.0014208579996193,7112,0.0626480359987908,7626,0.0052921280002919,7711,0.0011518680003064,140087,4
106,1680029129,rhel,21264,722623,263,14920,34,254439,40,38,0.0001569849991938,88,0.0518201779996161,64,0.000219311001274,56,0.0001018820003082,23,3
107,1680029129,ubuntu,21397,1497037,263,20931,34,79064,41944,7066,0.0012038919994665,6544,0.0799968160008575,7012,0.005128713999511,7084,0.0012432470011844,125314,3
107,1680030029,hub,21982,1524489,1125,20935,34,187902,42440,7724,0.0013560669995058,7152,0.0667128799996135,7785,0.0057147030001942,7742,0.0011517579987412,129973,3
108,1680030029,centos,19640,689268,263,10609,34,77661,40198,7100,0.0012069509994034,6600,0.0621660370015888,7079,0.0050789659999281,7118,0.001085009000235,132250,3
108,1680030029,debian,19518,507948,263,11296,34,79880,44874,7404,0.001414702999682,6892,0.0667581790003168,7334,0.0056218640002043,7422,0.0014260579991969,146496,2
107,1680030029,rhel,21264,722623,263,14920,34,254439,40,40,0.0001612340001884,88,0.0528112230003898,65,0.0001323910000792,58,0.0001131419994635,23,3
108,1680030029,ubuntu,21433,1497384,263,20931,34,78703,40606,7352,0.0011782159999711,6804,0.0628775540008064,7357,0.0050158369995187,7370,0.0011028550015907,135362,3
108,1680030929,hub,21950,1526236,1125,20935,34,191558,49642,8830,0.0014707209993503,8156,0.0646168470011616,8840,0.005925171999479,8848,0.0012769119985023,153422,3
109,1680030929,centos,19693,691354,263,10609,34,79854,48543,8299,0.0014114929999777,7660,0.0641661600002407,8126,0.0059821979994012,8317,0.0012588869994942,142521,3
109,1680030929,debian,19472,503391,263,11296,34,79277,44116,7899,0.0013783590002276,7300,0.0656114720004552,7830,0.0079401759994652,7917,0.0012955230013176,141212,3
108,1680030929,rhel,21264,722623,263,14920,34,254439,40,38,9.974800013878848e-05,88,0.056518897999922,62,0.0002716790004342,56,0.0002030819996434,23,3
109,1680030929,ubuntu,21387,1494969,263,20931,34,78846,43443,7035,0.0014972770004533,6536,0.0622844700010318,6971,0.0053313339994929,7053,0.0011370479987817,121663,3
109,1680031829,hub,21845,1518351,1125,20935,34,187514,40765,7650,0.001186202000099,7076,0.073831665000398,7726,0.0062366149995796,7668,0.0012082059984095,125670,3
110,1680031829,centos,19545,684487,263,10609,34,78480,45700,8845,0.0013754709998465,8128,0.063823267000771,8710,0.0054500759997608,8863,0.001290832999075,155793,3
110,1680031829,debian,19389,496702,263,11296,34,79690,32122,6357,0.001034962999256,5968,0.0587159200003952,6616,0.0040958179997687,6375,0.0009438529996259,101098,3
109,1680031829,rhel,21264,722623,263,14920,34,254439,40,39,0.0001886769987322,88,0.0511026040003343,66,0.0001238289987668,57,9.761100045579953e-05,23,3
110,1680031829,ubuntu,21185,1492967,263,20931,34,80705,41060,7256,0.0011391779989935,6736,0.0615922550005052,7305,0.0051133950000803,7274,0.0010345509999751,128071,3
110,1680032729,hub,21881,1517067,1125,20935,34,189994,41201,8282,0.0013490190012817,7680,0.0613013269994553,8483,0.0051502819987945,8300,0.0010895670002355,151192,4
111,1680032730,centos,19800,696811,263,10609,34,77901,50232,8292,0.0015304519984056,7636,0.0639248909992602,8014,0.0059829319998243,8310,0.0014200379991962,157382,3
111,1680032730,debian,19399,505755,263,11296,34,82148,47084,8228,0.0014061350011616,7596,0.0623244300004444,8256,0.0056684890005271,8246,0.0012529389987321,153030,3
110,1680032730,rhel,21264,722623,263,14920,34,254439,40,39,0.0001511099999333,88,0.0523311679990001,66,0.0001853400008258,57,0.0001792490002117,23,3
111,1680032730,ubuntu,21406,1498058,263,20931,34,78546,44791,7453,0.0014245779984776,6872,0.063910933000443,7312,0.0054028539998398,7471,0.0011794509991887,137135,3
111,1680033629,hub,21885,1521282,1125,20935,34,188807,40648,7884,0.0012600179998116,7320,0.0613461849989107,8074,0.0049674080000841,7902,0.0010676460005925,152702,3
112,1680033629,centos,19639,684299,263,10609,34,77095,43376,7679,0.0013476610001816,7116,0.0653427630004443,7482,0.0051921649992436,7697,0.001202473999001,127118,3
112,1680033629,debian,19322,499207,263,11296,34,79490,43881,8075,0.0013319949994183,7416,0.062999622999996,7994,0.0053324599994084,8093,0.0012156100001448,146713,3
111,1680033629,rhel,21264,722623,263,14920,34,254439,40,40,0.0001252490001206,88,0.0505147650001163,64,0.0001588390005053,58,0.0001009040006465,23,3
112,1680033629,ubuntu,21168,1495438,263,20931,34,80809,45222,7402,0.0012584059986693,6876,0.0623251310007617,7346,0.0054569800013268,7420,0.0011407860001781,130401,3
112,1680034529,hub,22017,1525973,1125,20935,34,189599,46030,8378,0.001351730999886,7784,0.0632078799990267,8430,0.0056140340002457,8396,0.0012508090003393,137361,2
113,1680034529,centos,19781,696176,263,10609,34,77488,46485,7531,0.0014320409991341,7000,0.0637999090013181,7255,0.0056133289999706,7549,0.0012882370010629,128001,3
113,1680034529,debian,19438,505464,263,11296,34,81595,46541,8116,0.0014694349993078,7524,0.0639631729991379,8122,0.0055705630002194,8134,0.0013780609988316,180909,4
112,1680034529,rhel,21264,722623,263,14920,34,254439,40,39,0.0001229240006068,88,0.0514180890004354,64,0.0001057869994838,57,9.762400077306664e-05,23,3
113,1680034529,ubuntu,21195,1490079,263,20931,34,78905,36445,6622,0.001138143999924,6136,0.0607909909995214,6704,0.0045516720001614,6640,0.0009649559997342,108341,3
113,1680035429,hub,22040,1523680,1125,20935,34,189149,47515,8715,0.0014211420002538,8092,0.0606799060005869,8785,0.0057539429999451,8733,0.0013318889996298,135868,3
114,1680035429,centos,19625,686918,263,10609,34,77458,44718,7855,0.0013675580012204,7236,0.0585482879996561,7692,0.005262507000225,7873,0.0012594669988175,133150,3
114,1680035429,debian,19280,500223,263,11296,34,79300,41484,7376,0.0012884740008303,6804,0.0597429770004964,7303,0.0050452470004529,7394,0.0011927619998459,89620,2
113,1680035429,rhel,21264,722623,263,14920,34,254439,40,38,0.0001840559998527,88,0.0498542450004606,62,0.0001334640001005,56,9.582299935573246e-05,23,3
114,1680035429,ubuntu,21294,1497408,263,20931,34,78469,41144,6904,0.0011226639999222,6404,0.0612490439998509,6868,0.0056972229995153,6922,0.001174364999315,132961,3
114,1680036329,hub,21972,1519396,1125,20935,34,187754,43551,8549,0.0014248999996198,7884,0.1019558150001103,8571,0.0402441979986178,8567,0.0022051010000723,139077,3
115,1680036329,centos,19790,688952,263,10609,34,77304,41601,7583,0.0014686769991385,7052,0.0789209240010677,7549,0.0051037110006291,7601,0.001418002999344,139474,3
115,1680036329,debian,19547,510109,263,11296,34,79664,49130,8061,0.0017015619996527,7480,0.0655105320001894,7830,0.0063269229995057,8079,0.0014598460002162,147470,3
114,1680036329,rhel,21264,722623,263,14920,34,254439,40,38,0.0001460410003346,88,0.0530841069994494,63,0.000170846000401,56,0.0001968329997907,23,3
115,1680036329,ubuntu,21187,1489821,263,20931,34,78832,40521,7360,0.001343509000435,6796,0.0639754809999431,7399,0.0050002080006379,7378,0.0010214169997198,138004,3
115,1680037229,hub,22112,1526013,1125,20935,34,190074,47239,8620,0.0013580649992945,7964,0.062606871000753,8623,0.0057245830012107,8638,0.0012740269994537,148637,3
116,1680037229,centos,19931,698174,263,10609,34,77626,53654,8440,0.0017783759994927,7788,0.0664522220013168,8019,0.0064075859991135,8458,0.0014972019998822,141100,3
116,1680037229,debian,19328,500903,263,11296,34,79466,45219,7797,0.0013595390009868,7224,0.0630273490005493,7705,0.0053761189992656,7815,0.0012243739984114,143738,3
115,1680037229,rhel,21264,722623,263,14920,34,254439,40,39,0.0002166290014429,88,0.0506649679991824,66,0.0001377089993184,57,9.848300032899716e-05,23,3
116,1680037229,ubuntu,21274,1497197,263,20931,34,78561,39716,7122,0.0012052539987053,6588,0.0624642359998688,7070,0.0049881260001711,7140,0.0010216430000582,141698,3
116,1680038129,hub,21929,1520955,1125,20935,34,188005,43917,8380,0.0012972679996892,7728,0.0621725339988188,8357,0.0052440319996094,8398,0.0011737420009012,134053,3
117,1680038129,centos,19612,685726,263,10609,34,77540,47237,7904,0.0014458690002356,7280,0.0642971140005101,7666,0.0056435869992128,7922,0.00133705799999,113841,3
117,1680038129,debian,19665,505699,263,11296,34,79274,45443,7561,0.0018362020000495,7020,0.0651226919999317,7431,0.0055433410016121,7579,0.0015129300008993,144044,3
116,1680038129,rhel,21264,722623,263,14920,34,254439,40,39,0.0001434690002497,88,0.0545824079999874,64,0.0001310859988734,57,0.000107145999209,23,3
117,1680038129,ubuntu,21448,1495736,263,20931,34,78938,39925,7039,0.0012067489988112,6520,0.0640902649993222,7030,0.0048211579996859,7057,0.0010621960009302,113086,3
117,1680039029,hub,21934,1523951,1125,20935,34,187877,43151,7624,0.0012203559999761,7108,0.0645880089996353,7759,0.0051691709995793,7642,0.0011277809990133,139460,3
118,1680039029,centos,19792,692121,263,10609,34,79466,46816,7724,0.0013763799997832,7188,0.0621218350006529,7625,0.0055694559996481,7742,0.0012679690007644,138052,3
118,1680039029,debian,19411,501419,263,11296,34,79522,47843,8299,0.0014363400005095,7636,0.0628842310015898,8104,0.0056748749993857,8317,0.0013114229986967,143930,4
117,1680039029,rhel,21264,722623,263,14920,34,254439,40,38,0.0001725920010358,88,0.051557282999056,63,9.637500079406892e-05,56,0.0001502949999121,23,3
118,1680039029,ubuntu,21279,1497284,263,20931,34,79026,37238,6561,0.0010839019996637,6112,0.0637825280009565,6615,0.0046093159999145,6579,0.001019671000904,129882,3
118,1680039929,hub,22095,1524213,1125,20935,34,187634,45355,8084,0.0014375800001289,7492,0.0630575199993472,8101,0.0054112759989948,8102,0.00119253900084,135343,4
119,1680039929,centos,19699,684560,263,10609,34,77755,43087,7996,0.0012797309991583,7360,0.0614162210003996,7883,0.0051193310009693,8014,0.0012372700002742,137485,3
118,1680039929,rhel,21264,722623,263,14920,34,254439,40,40,0.0002046820009127,88,0.0540734360001806,63,0.0001526660016679,58,0.0001794950003386,23,3
119,1680039929,ubuntu,21206,1498623,263,20931,34,78694,46556,7656,0.0013418739999906,7076,0.0642283990000578,7380,0.0055862640001578,7674,0.001223799001309,140450,3
119,1680039930,debian,19465,510182,263,11296,34,79729,48103,7757,0.0013969159990665,7180,0.0621503040001698,7520,0.0056989969998539,7775,0.0012802100009139,154711,2
119,1680040829,hub,21880,1526364,1125,20935,34,188125,42982,7797,0.0013120609983161,7216,0.0614771219989052,7879,0.0051444479995552,7815,0.0012202220004837,141194,2
120,1680040829,ubuntu,21284,1497157,263,20931,34,78459,41480,6930,0.001221546999659,6432,0.0625240689987549,6855,0.0050907339991681,6948,0.0011788900010287,126520,3
120,1680040830,centos,19692,687387,263,10609,34,77853,40937,7379,0.0013612270013254,6820,0.0623004980006953,7376,0.0049039210007322,7397,0.0010557779987721,138244,3
120,1680040830,debian,19340,496705,263,11296,34,79422,40907,7218,0.0012812869990739,6676,0.0661523889993986,7166,0.0050270750016352,7236,0.0011455040003056,125504,3
119,1680040830,rhel,21618,724172,263,14920,63,233029,197816,25929,0.0049230570002691,20596,0.0843634709999605,23273,0.0299500199998874,25947,0.0047317589996964,362832,3
120,1680041729,hub,22228,1526244,1125,20935,34,188299,52162,8791,0.0014501000005111,8136,0.0657301979990734,8644,0.0062316420007846,8809,0.0013489329994627,162018,3
121,1680041729,centos,19811,691448,263,10609,34,77308,46202,7859,0.0014416089998121,7248,0.0626557900013722,7616,0.0055930329999682,7877,0.0012294980006117,136095,3
121,1680041729,debian,19495,496782,263,11296,34,79495,36733,7254,0.001148434001152,6728,0.0607212089998938,7399,0.00447479200011,7272,0.0010478599997441,153950,3
120,1680041729,rhel,21618,724172,263,14920,63,233029,40,40,0.0001355940003122,88,0.0519257599989941,64,0.0001148060000559,58,0.0001027010002871,23,3
121,1680041729,ubuntu,21221,1492336,263,20931,34,78815,37841,6579,0.001177906000521,6136,0.063545224000336,6612,0.0050881110000773,6597,0.00102250099917,118185,3
121,1680042629,hub,22108,1524027,1125,20935,34,187609,45299,8053,0.0013031190010224,7448,0.0669215709986019,7995,0.0056996650000655,8071,0.0012091799999325,137920,3
122,1680042629,centos,19694,687390,263,10609,34,77610,44735,7566,0.0014167749995976,6996,0.0643618119993334,7448,0.0054753429994889,7584,0.001225059000717,135182,3
122,1680042629,debian,19378,503747,263,11296,34,80009,45366,8037,0.0013519460007955,7440,0.0622836919992551,8034,0.0053568299990729,8055,0.0012625460003619,145398,3
121,1680042629,rhel,21618,724172,263,14920,63,233029,40,39,0.0001166539987025,88,0.0521326110010704,67,0.0002015800000663,57,0.0001006160000542,23,3
122,1680042629,ubuntu,21298,1492992,263,20931,34,78597,36610,6343,0.0010857090001081,5908,0.0601028639994183,6437,0.004616406000423,6361,0.0009487539991823,112110,3
122,1680043529,hub,21949,1524068,1125,20935,34,191673,50232,9488,0.0015370940000138,8760,0.0626195540007756,9611,0.0059727309999288,9506,0.0013613339997391,150219,3
123,1680043529,centos,19862,693977,263,10609,34,78953,47891,8084,0.0014330610010802,7480,0.0621594860003824,7912,0.0056922170006146,8102,0.0012492120004026,162689,3
123,1680043529,debian,19460,500475,263,11296,34,79814,46065,8132,0.001372665999952,7508,0.0624520929995924,8080,0.0054469560000143,8150,0.0012344169990683,139458,3
122,1680043529,rhel,20113,718344,263,14920,63,97392,66974,14317,0.0023029130006761,12720,0.0772059950013499,13726,0.0087768779994803,14335,0.0020776179990207,218635,3
123,1680043529,ubuntu,21059,1494783,263,20931,34,81061,42421,7359,0.0011583499999687,6816,0.0813254819986468,7408,0.0053632369999832,7377,0.0010432149992993,142862,3
123,1680044429,hub,21952,1524508,1125,20935,34,188416,50602,9284,0.0015590990005875,8512,0.0672915360009938,9214,0.0059253560011711,9302,0.0013646970000991,163427,3
124,1680044429,centos,19750,689200,263,10609,34,77308,45592,7677,0.0013488669992511,7108,0.0629079400005139,7475,0.005519970000023,7695,0.0012197190008009,145797,3
124,1680044429,debian,19429,505893,263,11296,34,79912,47142,7897,0.0014306829998531,7284,0.0670852120001654,7742,0.0057659619997139,7915,0.0013018839999858,187471,4
123,1680044429,rhel,20113,718344,263,14920,63,97392,40,39,0.0001188189999083,88,0.0537636620010744,64,0.0002947280008811,57,9.679299910203554e-05,23,3
124,1680044429,ubuntu,21423,1497594,263,20931,34,78611,45651,7653,0.0013480520010489,7076,0.0648833409995859,7511,0.0056237380013044,7671,0.0011807450009655,143296,3
124,1680045329,hub,22044,1527728,1125,20935,34,187701,48734,8270,0.0013918980002927,7644,0.0632951529987622,8151,0.0062211639997258,8288,0.001301317999605,149522,3
125,1680045329,centos,19779,692165,263,10609,34,77765,47427,7858,0.00146477799899,7284,0.0634102839994739,7641,0.0057435250000708,7876,0.0013029769997956,153195,3
125,1680045329,debian,19462,501992,263,11296,34,81916,47208,8043,0.0014555819998349,7428,0.0639222919999156,7995,0.0056425410002702,8061,0.0013514700003725,96286,2
124,1680045329,rhel,20113,718344,263,14920,63,97392,40,39,0.0001354449996142,88,0.0531219750009768,67,0.0001820789984776,57,0.0001467270012653,23,3
125,1680045329,ubuntu,21493,1494865,263,20931,34,78204,41209,6837,0.0011674449997371,6348,0.0672371280015795,6757,0.0054038769994804,6855,0.0012084049994882,125742,3
125,1680046230,hub,21774,1516661,1125,20935,34,188272,43833,8104,0.0014424130004044,7484,0.0702835690008214,8194,0.0061536379998869,8122,0.0011901870002475,157641,4
126,1680046230,centos,19844,694683,263,10609,34,77573,52886,8589,0.0015436160010722,7864,0.0641386210008931,8209,0.0063043350000953,8607,0.0014190380006766,149176,3
126,1680046230,debian,19605,505274,263,11296,34,79556,48849,8321,0.0014728809983353,7656,0.063004900001033,8037,0.0059529749996727,8339,0.0013130639999872,154507,3
125,1680046230,rhel,20113,718344,263,14920,63,97392,40,39,0.0001367969998682,88,0.0509629379994294,65,0.0002144019999832,57,0.0001482079987908,23,3
126,1680046230,ubuntu,21393,1495519,263,20931,34,79202,38380,7004,0.0010963390013785,6524,0.0601643080008216,7117,0.0048417159996461,7022,0.0009922629997163,145083,3
126,1680047130,hub,22162,1524782,1125,20935,34,188098,42192,7574,0.0011899070013896,7056,0.0607498079989454,7694,0.0051858479982911,7592,0.001082728998881,136595,2
127,1680047130,centos,19734,689349,263,10609,34,79216,50491,8515,0.0015008270001999,7884,0.0654929020001873,8300,0.0062274489991978,8533,0.001344534999589,141880,3
127,1680047130,debian,19588,503739,263,11296,34,81940,49787,8431,0.0014345409999805,7788,0.0628866499992,8290,0.0058865859991783,8449,0.0013184449999243,145702,3
126,1680047130,rhel,20113,718344,263,14920,63,97392,40,39,0.0001271119999728,88,0.0511416999997891,62,0.0002990720004163,57,0.0001136560003942,23,3
127,1680047130,ubuntu,21351,1497620,263,20931,34,78643,42438,6835,0.0012733479998132,6388,0.0642784850006137,6803,0.0055651379989285,6853,0.0010995189986715,129054,3
127,1680048030,hub,21804,1517738,1125,20935,34,188800,44162,8745,0.0013152360006642,8056,0.0622326880002219,8788,0.0053491689996008,8763,0.0011920659999304,135177,3
128,1680048030,centos,19967,693920,263,10609,34,78033,52836,8734,0.0074209539998264,8024,0.0716092290003871,8325,0.0065417289988545,8752,0.0014431869985855,150477,3
128,1680048030,debian,19459,505877,263,11296,34,79697,48474,8106,0.0015497429994866,7464,0.0618398419992445,7881,0.0058929940005327,8124,0.0013034330004302,147678,3
127,1680048030,rhel,20113,718344,263,14920,63,97392,40,39,0.0001552829999127,88,0.0504185649988357,65,0.0001834719987527,57,0.0001125740000134,23,3
128,1680048030,ubuntu,21379,1497146,263,20931,34,78480,44527,7302,0.0013615830011985,6740,0.0624993149995134,7141,0.0054581980002694,7320,0.0011838690006698,141490,3
128,1680048930,hub,22023,1526128,1125,20935,34,203025,61105,10534,0.0016834390007716,9560,0.0648192310000013,10533,0.0086415660007332,10552,0.0017576329992152,186417,3
129,1680048930,centos,19744,692118,263,10609,34,79788,50394,8571,0.001578616000188,7892,0.0691444429994589,8375,0.0062933139997767,8589,0.0014808630003244,157914,3
129,1680048930,debian,19377,500758,263,11296,34,81381,46570,7935,0.0014390810010809,7344,0.0628751219992409,7856,0.0054716470003768,7953,0.001297879998674,108080,4
128,1680048930,rhel,20767,723894,263,14920,63,109235,74078,11217,0.002096423999319,10136,0.0682303780013171,11095,0.0086928119999356,11235,0.0018613530010043,92453,3
129,1680048930,ubuntu,21275,1492810,263,20931,34,78451,35846,6505,0.0011414319997129,6076,0.060055062000174,6630,0.004405174000567,6523,0.0009346770002593,123897,3
129,1680049830,hub,22067,1526048,1125,20935,34,190189,56316,10754,0.0017038509995472,9792,0.0688907479998306,10540,0.0067574080003396,10772,0.0017053030005627,153344,3
130,1680049830,centos,19742,689605,263,10609,34,77486,44234,7774,0.0013175309995858,7196,0.0646921040006418,7671,0.0074606180005503,7792,0.0012706130000879,135270,3
130,1680049830,debian,19579,503711,263,11296,34,79440,44131,7626,0.0013251800010039,7088,0.0625297879996651,7556,0.0058693009996204,7644,0.0011922260000574,144255,2
129,1680049830,rhel,20767,723894,263,14920,63,109235,40,39,0.0002260629989905,88,0.0512669100007769,66,0.0002784869993774,57,0.000149027999214,23,3
130,1680049830,ubuntu,21334,1497057,263,20931,34,78913,38811,7203,0.0011753500002669,6680,0.0595186250011465,7252,0.0048697319998609,7221,0.0010357570008636,146776,3
130,1680050730,hub,22112,1527896,1125,20935,34,189396,54428,9715,0.0018387130003247,8960,0.0648146809999161,9537,0.0064252399988617,9733,0.0014709290007886,145995,3
131,1680050730,centos,19698,689270,263,10609,34,77670,45561,7578,0.0013123510016157,7012,0.0615948529994057,7455,0.0055026919999363,7596,0.0011833299995487,132204,3
131,1680050730,debian,19674,501148,263,11296,34,79214,39065,7317,0.0012604789990291,6804,0.0601188219989126,7379,0.0046484590002364,7335,0.0011143299998366,129014,3
130,1680050730,rhel,20767,723894,263,14920,63,109235,40,39,0.0001080909987649,88,0.0517202459996042,63,0.0001443170003767,57,6.80190005368786e-05,23,3
131,1680050730,ubuntu,21219,1489972,263,20931,34,78965,37304,7087,0.0012320429996179,6552,0.0633204050009226,7218,0.0047717999987071,7105,0.0010202880002907,113904,3
131,1680051631,hub,22122,1523938,1125,20935,34,190129,49209,8653,0.0014114349996816,8012,0.0659561760003271,8590,0.0062550970014854,8671,0.0014557750000676,140727,3
132,1680051631,centos,19666,685202,263,10609,34,77691,42071,7682,0.0012512499997683,7072,0.0630811539995193,7612,0.0050715079996734,7700,0.0012133379987062,139267,3
132,1680051631,debian,19718,503406,263,11296,34,79415,48695,8564,0.0015568199996778,7892,0.0633998880002764,8425,0.0058997719988838,8582,0.0013344250000955,145597,3
131,1680051631,rhel,20767,723894,263,14920,63,109235,40,38,0.0001168609996966,88,0.0507149450004362,63,0.000369777000742,56,0.0001020460003928,23,3
132,1680051631,ubuntu,21288,1495213,263,20931,34,78629,36941,6888,0.001200250999318,6388,0.0603332400005456,6967,0.0048891690003074,6906,0.0009710430003906,146684,3
132,1680052531,hub,21921,1526562,1125,20935,34,187999,47292,8218,0.0014111579985183,7588,0.066679073999694,8127,0.0059004680006182,8236,0.0011957239985349,159927,4
133,1680052531,centos,20027,694045,263,10609,34,77880,50602,8542,0.0016188129993679,7876,0.0658817829989857,8187,0.0062905699996917,8560,0.0013438199985102,148091,3
133,1680052531,debian,19268,498293,263,11296,34,79155,39968,7151,0.0012723829986498,6668,0.0608404539998446,7140,0.0051287400001456,7169,0.0011020189995178,133261,3
